Protein-coding Genes,High Temp log2FC,High Temp FDR,,,,,,,
YDR361C,-0.517111496,0.003036535,,,,,,,
YMR165C,0.511705266,0.002070524,,,,,,,
YLR109W,-0.85300738,0.001488231,,,,,,,
YMR156C,0.952048843,0.000945174,,,,,,,
YML105C,-0.520699332,0.003176762,,,,,,,
YPL190C,0.675183038,0.002932437,,,,,,,
YOR243C,-0.456837044,0.002185096,,,,,,,
YJR060W,0.653854534,0.002441025,,,,,,,
YMR216C,0.696656508,0.00193455,,,,,,,
YPR074C,-0.787934194,0.002186613,,,,,,,
YDR232W,-0.703478822,0.002179732,,,,,,,
YMR190C,0.569707743,0.000842205,,,,,,,
YER116C,0.507666451,0.001428658,,,,,,,
YHR052W,-0.606618149,0.002407291,,,,,,,
YEL058W,-0.437800791,0.005537206,,,,,,,
YGL103W,-0.91291276,0.002932437,,,,,,,
YKL010C,0.457212759,0.005581324,,,,,,,
YGL202W,-0.631224748,0.000374358,,,,,,,
YJL029C,0.443496429,0.004950944,,,,,,,
YDR531W,-0.807897469,0.003038113,,,,,,,
YPL249C,0.557470018,0.003347202,,,,,,,
YLR229C,-0.515672426,0.004196822,,,,,,,
YIL144W,0.552013104,0.002252816,,,,,,,
YPR103W,-0.465438907,0.008710373,,,,,,,
YER169W,0.583907738,0.0039459,,,,,,,
YGR135W,-0.745209688,0.004726843,,,,,,,
YMR300C,-0.675381353,0.002371283,,,,,,,
YMR260C,-0.753326826,0.003460625,,,,,,,
YCR033W,0.513729175,0.004667072,,,,,,,
YHR020W,-0.659011733,0.005438703,,,,,,,
YDR527W,0.760137231,0.002769269,,,,,,,
YPR033C,-0.586689936,0.004248894,,,,,,,
YGL120C,-0.6892675,0.00365669,,,,,,,
YNL025C,0.469589889,0.00278022,,,,,,,
YJR069C,-0.560946398,0.002441025,,,,,,,
YDL130W,-1.040036373,0.003945593,,,,,,,
YPL239W,0.734485998,0.004130114,,,,,,,
YOR166C,0.432516216,0.006290911,,,,,,,
YOL127W,-0.968736715,0.004726843,,,,,,,
YGR082W,-0.661892295,0.004943277,,,,,,,
YMR304W,0.628986504,0.00417847,,,,,,,
YDR006C,0.686085799,0.004726843,,,,,,,
YLR325C,-0.570123981,0.005759652,,,,,,,
YNL147W,-0.502240114,0.006630012,,,,,,,
YGL123W,-0.972967952,0.005310248,,,,,,,
YLR340W,-0.926539363,0.004511721,,,,,,,
YOR143C,-0.753431785,0.005019083,,,,,,,
YIR027C,0.929123737,0.002070656,,,,,,,
YCR053W,-0.756463997,0.002211488,,,,,,,
YMR137C,0.456237018,0.004669053,,,,,,,
YLR191W,0.517859385,0.004950944,,,,,,,
YMR076C,0.467086233,0.006745269,,,,,,,
YLR066W,-0.652897203,0.006007145,,,,,,,
YGR258C,0.362303528,0.009791931,,,,,,,
YJL002C,-0.396271095,0.01357279,,,,,,,
YOL004W,0.465440123,0.009903936,,,,,,,
YDR226W,-0.977180439,0.001667143,,,,,,,
YMR213W,0.600304477,0.004130114,,,,,,,
YJR073C,-0.552575062,0.00305896,,,,,,,
YGL055W,-0.780274784,0.003897371,,,,,,,
YDR052C,0.539930026,0.007569405,,,,,,,
YLR133W,0.420885899,0.007260113,,,,,,,
YLR337C,0.836008426,0.005467457,,,,,,,
YBR083W,0.581514954,0.006405686,,,,,,,
YOR157C,-0.55408881,0.007718609,,,,,,,
YER006W,-0.597716634,0.006350376,,,,,,,
YGL066W,0.522511374,0.007027423,,,,,,,
YOR353C,0.372923225,0.010251113,,,,,,,
YJL102W,0.405413012,0.010519514,,,,,,,
YNL248C,-0.47805266,0.007779913,,,,,,,
YPL243W,-0.497689619,0.008455151,,,,,,,
YHL010C,0.679650233,0.004912427,,,,,,,
YOL006C,0.588239904,0.00848929,,,,,,,
YJL145W,-0.415472553,0.008730405,,,,,,,
YDR045C,-0.919285534,0.007101536,,,,,,,
YGL125W,-0.472689367,0.004121053,,,,,,,
YPL093W,-0.539771311,0.008611532,,,,,,,
YHR024C,-0.431285458,0.010754234,,,,,,,
YNL175C,-0.686431359,0.003199326,,,,,,,
YDR064W,-0.971961353,0.007458128,,,,,,,
YDR523C,1.046186991,7.29044E-06,,,,,,,
YDL208W,-0.664810443,0.008660948,,,,,,,
YLR186W,-0.615834591,0.006214168,,,,,,,
YGR037C,-0.500604155,0.011340889,,,,,,,
YLR075W,-0.991387137,0.007764444,,,,,,,
YNL315C,-0.429967744,0.007138556,,,,,,,
YFL037W,-0.432614672,0.01516552,,,,,,,
YFR031C,0.498375263,0.009980096,,,,,,,
YLR310C,0.43174125,0.015780837,,,,,,,
YDL028C,0.365196847,0.012997519,,,,,,,
YLR351C,-0.600089082,0.005523283,,,,,,,
YDR341C,-0.54048852,0.005369298,,,,,,,
YBR029C,-0.50977102,0.00848929,,,,,,,
YJL097W,-0.580985489,0.008730405,,,,,,,
YHR072W-A,-0.385464415,0.011059716,,,,,,,
YGL030W,-1.36586665,0.007642905,,,,,,,
YHR186C,0.442558321,0.008106878,,,,,,,
YDR397C,-0.405666774,0.010791675,,,,,,,
YIL103W,-0.532081713,0.010367906,,,,,,,
YPL213W,0.55802087,0.007779913,,,,,,,
YOR176W,-0.437568125,0.008052083,,,,,,,
YOR310C,-0.839256012,0.006630012,,,,,,,
YCR042C,0.380226437,0.007850958,,,,,,,
YBR070C,-0.547016608,0.008730405,,,,,,,
YPR110C,-0.406445618,0.009932466,,,,,,,
YJR123W,-0.984923742,0.009980096,,,,,,,
YGL080W,0.499227695,0.015244612,,,,,,,
YHR019C,-0.431696675,0.010791675,,,,,,,
YOR181W,0.804435256,0.00602427,,,,,,,
YGL231C,-0.384045962,0.007266493,,,,,,,
YDL143W,-0.419675932,0.017169154,,,,,,,
YGR220C,-0.428298834,0.009791931,,,,,,,
YOL054W,0.7325103,0.008730405,,,,,,,
YLR455W,0.457212332,0.009980096,,,,,,,
YPR166C,-0.679444727,0.010367906,,,,,,,
YLR441C,-0.934270023,0.010730186,,,,,,,
YCL059C,-0.614314582,0.008751883,,,,,,,
YDR454C,-0.626856684,0.010730186,,,,,,,
YLL019C,0.512547461,0.016455618,,,,,,,
YLR222C,-0.553242885,0.011059716,,,,,,,
YGL234W,-0.609041962,0.006161115,,,,,,,
YOR142W,-0.570937601,0.016356743,,,,,,,
YBR187W,-0.584862183,0.009010091,,,,,,,
YDL106C,0.359064403,0.018193469,,,,,,,
YOR101W,-0.549221657,0.006511278,,,,,,,
YNL092W,0.507335781,0.003241115,,,,,,,
YGL187C,-0.615358112,0.014107927,,,,,,,
YNL178W,-1.229674132,0.010791675,,,,,,,
YER093C,0.330516768,0.021382024,,,,,,,
YLR197W,-0.769407051,0.008315198,,,,,,,
YDR027C,0.4844726,0.012557056,,,,,,,
YHR018C,-0.796997094,0.001065751,,,,,,,
YPR016C,-0.645265956,0.011222639,,,,,,,
YDL216C,0.67969926,0.0115973,,,,,,,
YDL236W,-0.716874976,0.010806743,,,,,,,
YBR158W,-0.394125466,0.019574704,,,,,,,
YJR105W,-0.688310972,0.010806743,,,,,,,
YMR314W,-0.460788779,0.019885188,,,,,,,
YML054C,-0.608486138,0.003518096,,,,,,,
YML028W,-0.570581604,0.014870673,,,,,,,
YOR298C-A,0.644875494,0.013964029,,,,,,,
YBR060C,0.351956092,0.020288775,,,,,,,
YMR039C,0.593873643,0.011263762,,,,,,,
YKL152C,-0.862652803,0.011505479,,,,,,,
YMR226C,-0.468905445,0.006311242,,,,,,,
YOR212W,-0.438889495,0.015652545,,,,,,,
YKR063C,0.504206111,0.006751391,,,,,,,
YER007C-A,-0.487168672,0.015244612,,,,,,,
YNL161W,0.503000937,0.01513138,,,,,,,
YBL008W,0.428151965,0.013839788,,,,,,,
YOR079C,-0.72039581,0.01518862,,,,,,,
YAL003W,-0.735089806,0.015784973,,,,,,,
YIR026C,-0.608572566,0.009932466,,,,,,,
YFR004W,-0.48344044,0.019829209,,,,,,,
YIR009W,0.866537458,0.008796925,,,,,,,
YOR128C,-0.575293905,0.012365767,,,,,,,
YKR048C,0.575772271,0.017896487,,,,,,,
YIL142W,-0.388444122,0.023420904,,,,,,,
YPL164C,0.345049251,0.019038029,,,,,,,
YER023W,-0.437001011,0.012997519,,,,,,,
YLR168C,-0.449376803,0.013238036,,,,,,,
YDR429C,-0.759401252,0.01300752,,,,,,,
YFL045C,-0.949699589,0.014159794,,,,,,,
YDR097C,0.399137782,0.018784541,,,,,,,
YNR032C-A,-0.664861146,0.011263762,,,,,,,
YLR172C,-0.444245633,0.014174784,,,,,,,
YBL092W,-1.029245677,0.014295839,,,,,,,
YER110C,-0.483613494,0.01647831,,,,,,,
YLR100W,-0.432211776,0.006450744,,,,,,,
YDR257C,-0.884834896,0.003995475,,,,,,,
YGR253C,-0.618173746,0.018221284,,,,,,,
YNL267W,0.360840502,0.027402175,,,,,,,
YHR128W,0.491321532,0.004641527,,,,,,,
YFR050C,-0.407882531,0.027060664,,,,,,,
YDR208W,0.425747884,0.018142849,,,,,,,
YNL006W,0.340504026,0.016553431,,,,,,,
YNL312W,-0.594255025,0.016871328,,,,,,,
YOL057W,-0.318574579,0.025249868,,,,,,,
YHR023W,0.322042182,0.025417162,,,,,,,
YPL211W,-1.015321814,0.010376086,,,,,,,
YML095C,0.610514031,0.002869079,,,,,,,
YGL153W,0.377910491,0.020587798,,,,,,,
YHR068W,-0.469164836,0.015538497,,,,,,,
YDR486C,0.648061745,0.014159366,,,,,,,
YBL097W,0.569680172,0.014076152,,,,,,,
YLR209C,-0.413373329,0.012350704,,,,,,,
YOR057W,0.340680235,0.017993711,,,,,,,
YBL076C,-0.616684723,0.015808118,,,,,,,
YGL237C,0.395433344,0.018142849,,,,,,,
YNL230C,0.507470342,0.014908791,,,,,,,
YOR063W,-1.004459452,0.01516552,,,,,,,
YJR033C,0.351319611,0.018551854,,,,,,,
YPL010W,-0.614229647,0.016553431,,,,,,,
YBR265W,-0.351600504,0.014149306,,,,,,,
YOL060C,0.484254717,0.022988423,,,,,,,
YML015C,0.689952592,0.014443681,,,,,,,
YJL128C,0.385005529,0.019574704,,,,,,,
YDR140W,0.51023675,0.016110421,,,,,,,
YMR116C,-1.043051799,0.013053736,,,,,,,
YHL021C,0.5696279,0.016955844,,,,,,,
YLL050C,-1.226129242,0.015100432,,,,,,,
YJR063W,-0.509908644,0.014295839,,,,,,,
YGR172C,-0.619862147,0.014330258,,,,,,,
YOR369C,-1.319937549,0.015200793,,,,,,,
YOR206W,-0.45126814,0.011706382,,,,,,,
YPL131W,-0.469242729,0.024771268,,,,,,,
YPR113W,-0.542247517,0.016293738,,,,,,,
YGL245W,-0.66207546,0.016147969,,,,,,,
YEL020W-A,-0.632685049,0.012820844,,,,,,,
YOR087W,-0.4184353,0.022986292,,,,,,,
YKL022C,0.30214564,0.025367922,,,,,,,
YNL220W,-0.736021563,0.016698603,,,,,,,
YEL009C,-0.763459742,0.0190545,,,,,,,
YMR035W,-0.828815314,0.016871328,,,,,,,
YJL026W,-0.768169104,0.009324157,,,,,,,
YEL031W,-0.596471975,0.021448121,,,,,,,
YDR091C,-0.553049416,0.016455618,,,,,,,
YKL088W,0.546865632,0.01152781,,,,,,,
YLR086W,0.40852402,0.007779913,,,,,,,
YJR121W,-0.48114427,0.019574704,,,,,,,
YPL028W,-0.656438892,0.020766888,,,,,,,
YGL048C,-0.657180339,0.021158964,,,,,,,
YCR044C,-0.46034289,0.011324519,,,,,,,
YLR359W,-0.828330996,0.016197258,,,,,,,
YEL003W,-0.558605101,0.017761463,,,,,,,
YBL084C,0.342111821,0.012285609,,,,,,,
YGR001C,-0.490614306,0.021404733,,,,,,,
YEL002C,-0.53013585,0.023442069,,,,,,,
YML073C,-0.53182331,0.024775276,,,,,,,
YLR050C,-0.978431432,0.016210137,,,,,,,
YMR208W,-0.347975276,0.022482271,,,,,,,
YGR123C,-0.56109903,0.020425129,,,,,,,
YPR187W,-0.34545379,0.0250136,,,,,,,
YNL128W,0.578707255,0.009296512,,,,,,,
YFR019W,0.365316916,0.025922296,,,,,,,
YPR118W,-0.48208492,0.021440938,,,,,,,
YMR274C,-0.571856721,0.017761463,,,,,,,
YGL163C,0.387780398,0.022644342,,,,,,,
YNL044W,-0.377129452,0.016110421,,,,,,,
YOL097C,-0.566241322,0.021892455,,,,,,,
YKR054C,0.353652865,0.014696494,,,,,,,
YEL026W,-0.520606348,0.010791679,,,,,,,
YGR245C,-0.448633433,0.023551042,,,,,,,
YBR127C,-0.463842215,0.027558838,,,,,,,
YMR277W,0.338121657,0.03121665,,,,,,,
YOR335C,-0.564462901,0.027351645,,,,,,,
YNL123W,-0.318187478,0.032412576,,,,,,,
YDL029W,-0.674658268,0.023735176,,,,,,,
YOL133W,-0.43037893,0.022556629,,,,,,,
YAR003W,-0.394602247,0.02972798,,,,,,,
YPL183C,-0.345289802,0.022986292,,,,,,,
YBR234C,-0.359694183,0.031407791,,,,,,,
YLR382C,-0.326111164,0.025144412,,,,,,,
YGR080W,-0.294851645,0.031698322,,,,,,,
YDL166C,-0.38386917,0.017844899,,,,,,,
YFR018C,-0.341133632,0.018569106,,,,,,,
YGR094W,-0.507522798,0.026058049,,,,,,,
YLR116W,0.47150026,0.02326077,,,,,,,
YPL110C,0.305101903,0.032582088,,,,,,,
YDR019C,-0.408411322,0.014178137,,,,,,,
YLR200W,0.705508684,0.021896316,,,,,,,
YPL181W,0.59231065,0.024568892,,,,,,,
YKL110C,0.413417296,0.009816336,,,,,,,
YJL008C,-0.46616659,0.031551674,,,,,,,
YNL024C-A,-0.671869316,0.02073647,,,,,,,
YDL084W,-0.763754836,0.02497589,,,,,,,
YPR004C,-0.40407403,0.032338833,,,,,,,
YDR510W,0.579379391,0.022434227,,,,,,,
YJL124C,-0.428892213,0.026900651,,,,,,,
YOR361C,-0.445029864,0.031868356,,,,,,,
YJR085C,-0.382218582,0.022073459,,,,,,,
YJL111W,-0.360420897,0.033881232,,,,,,,
YPR031W,0.294135852,0.032412576,,,,,,,
YFR052W,-0.625659581,0.025277228,,,,,,,
YGR264C,-0.433959175,0.026929104,,,,,,,
YDR087C,-0.431710807,0.018805826,,,,,,,
YML102W,0.507275746,0.022556629,,,,,,,
YOR236W,-0.469165254,0.027565695,,,,,,,
YEL062W,0.370063291,0.013434724,,,,,,,
YHR089C,-0.467088101,0.013999685,,,,,,,
YOL041C,-0.36598905,0.02380263,,,,,,,
YHR200W,-0.361739629,0.026143738,,,,,,,
YDR482C,0.647702935,0.020657383,,,,,,,
YML086C,-0.316206894,0.038867819,,,,,,,
YGR232W,-0.662149834,0.024775276,,,,,,,
YIL078W,-0.52756942,0.025880842,,,,,,,
YBR221C,-0.639375043,0.029924594,,,,,,,
YLR118C,-0.422303296,0.029661844,,,,,,,
YDR023W,-0.502477547,0.033329816,,,,,,,
YOL008W,-0.695310391,0.017166106,,,,,,,
YGL003C,0.296560874,0.037227758,,,,,,,
YDR460W,0.610965249,0.024948701,,,,,,,
YIR015W,0.709939631,0.021892455,,,,,,,
YER178W,-0.753964272,0.027594256,,,,,,,
YIL076W,-0.406779099,0.030185748,,,,,,,
YPR104C,0.421951275,0.022644342,,,,,,,
YPL125W,0.309495407,0.036474741,,,,,,,
YBL023C,0.409289432,0.032180647,,,,,,,
YOR007C,-0.413191191,0.041394303,,,,,,,
YJR138W,0.300498797,0.042489364,,,,,,,
YNL201C,0.363681817,0.025971957,,,,,,,
YLR208W,-0.508048903,0.030245504,,,,,,,
YML001W,-0.778447509,0.024948701,,,,,,,
YPL237W,-0.692195172,0.024729637,,,,,,,
YBR103W,0.348004361,0.032412576,,,,,,,
YMR146C,-0.381421747,0.038751423,,,,,,,
YOR122C,-0.519825194,0.036691264,,,,,,,
YGL097W,-0.42348051,0.023106464,,,,,,,
YML071C,0.34658474,0.029676756,,,,,,,
YCR032W,0.2848779,0.047996443,,,,,,,
YIL004C,-0.319972625,0.038751423,,,,,,,
YCL057C-A,-0.44799595,0.01191334,,,,,,,
YIL112W,0.342689585,0.039597212,,,,,,,
YPR026W,0.385193913,0.033212501,,,,,,,
YOR159C,0.621067686,0.02380263,,,,,,,
YKL056C,-0.999878831,0.026549929,,,,,,,
YER162C,0.383531193,0.033561959,,,,,,,
YHR005C-A,-0.342378999,0.035545853,,,,,,,
YCR012W,-1.018273354,0.024729637,,,,,,,
YGL044C,0.724519774,0.028651854,,,,,,,
YOL093W,0.839840938,0.026765046,,,,,,,
YBR109C,-0.752563918,0.030997815,,,,,,,
YPL146C,-0.509814938,0.018805826,,,,,,,
YFR044C,-0.670576771,0.031095936,,,,,,,
YBR135W,0.489301958,0.031184219,,,,,,,
YJL180C,-0.372627908,0.033530328,,,,,,,
YGR028W,-0.469392966,0.033659521,,,,,,,
YKL013C,-0.36685274,0.042586121,,,,,,,
YNL097C,0.520265032,0.030997815,,,,,,,
YGL190C,0.409364856,0.034422216,,,,,,,
YOR095C,-0.492401573,0.020065093,,,,,,,
YDR168W,0.486510647,0.037867707,,,,,,,
YER003C,-0.53947031,0.031212874,,,,,,,
YDR105C,-0.323628133,0.029820565,,,,,,,
YJR017C,0.419346584,0.03383616,,,,,,,
YKL154W,-0.382633561,0.039756174,,,,,,,
YAL020C,0.610553456,0.020248324,,,,,,,
YJL091C,-0.351359663,0.036819141,,,,,,,
YKL053C-A,-0.727373712,0.024948701,,,,,,,
YDR408C,-0.298132065,0.032582088,,,,,,,
YDR036C,-0.523310166,0.033561959,,,,,,,
YJL024C,0.6303862,0.030002493,,,,,,,
YJL060W,-0.370690726,0.040875048,,,,,,,
YHR013C,-0.352846667,0.028230904,,,,,,,
YGR207C,-0.543225274,0.031546647,,,,,,,
YNR016C,-0.559052811,0.026051751,,,,,,,
YNL136W,0.444525682,0.035667239,,,,,,,
YPL040C,-0.296565078,0.046423259,,,,,,,
YBL039C,-0.504599966,0.020367219,,,,,,,
YMR292W,-0.827396592,0.028367734,,,,,,,
YNL026W,0.314591937,0.043142797,,,,,,,
YJR007W,-0.513812064,0.033743213,,,,,,,
YPL218W,-1.014156999,0.032197346,,,,,,,
YEL027W,-0.556999905,0.039646351,,,,,,,
YBR039W,-0.399032124,0.040776031,,,,,,,
YPL085W,0.448734789,0.031602182,,,,,,,
YMR315W,-0.440285251,0.020242722,,,,,,,
YDL033C,0.344617739,0.048258607,,,,,,,
YLR234W,0.610512386,0.020155478,,,,,,,
YER126C,-0.357916486,0.020046975,,,,,,,
YER009W,-0.899956277,0.033881232,,,,,,,
YIR001C,0.388307261,0.041991351,,,,,,,
YLR281C,-0.751845608,0.030933464,,,,,,,
YNL288W,0.558833987,0.036819141,,,,,,,
YDL125C,-0.485959746,0.040792551,,,,,,,
YER094C,-0.359720401,0.056168765,,,,,,,
YFR010W,-0.352166939,0.047966393,,,,,,,
YPR010C,-0.448073616,0.043133242,,,,,,,
YER074W-A,-0.491269866,0.037281731,,,,,,,
YHR164C,0.366791562,0.045916542,,,,,,,
YOR065W,-0.452194345,0.047297658,,,,,,,
YJR058C,0.362056126,0.047467985,,,,,,,
YNR008W,0.537630859,0.036415152,,,,,,,
YGR267C,-0.380214313,0.041105901,,,,,,,
YOR067C,-0.466199418,0.041991351,,,,,,,
YPR028W,-0.684558657,0.035375693,,,,,,,
YOR259C,-0.364947682,0.060419971,,,,,,,
YBR192W,-0.299241376,0.050042596,,,,,,,
YPR107C,0.314527811,0.039925762,,,,,,,
YGR061C,-0.47058392,0.040300981,,,,,,,
YLR418C,-0.451473022,0.042489364,,,,,,,
YBR018C,0.882934388,0.019574704,,,,,,,
YLL034C,-0.432277819,0.020766888,,,,,,,
YLR038C,-0.723407625,0.041394303,,,,,,,
YDR330W,0.371656245,0.050906895,,,,,,,
YJL093C,-0.404229577,0.043801105,,,,,,,
YGL011C,-0.316502666,0.06807583,,,,,,,
YMR218C,0.425609949,0.034787903,,,,,,,
YKL179C,0.25736182,0.064542007,,,,,,,
YDL015C,-0.583126233,0.041394303,,,,,,,
YPL012W,-0.395543018,0.037080486,,,,,,,
YPL175W,-0.382473492,0.045989985,,,,,,,
YIL155C,0.421537431,0.020248324,,,,,,,
YMR309C,-0.369709764,0.056492038,,,,,,,
YOR004W,-0.443107994,0.044947113,,,,,,,
YNL189W,-0.299232951,0.072856475,,,,,,,
YER012W,-0.354037749,0.05053181,,,,,,,
YLR438W,0.352370778,0.03383616,,,,,,,
YFL001W,-0.355946827,0.041673098,,,,,,,
YAL016W,-0.467486025,0.051405231,,,,,,,
YGR246C,0.334240983,0.045042527,,,,,,,
YNR046W,0.452930586,0.043081479,,,,,,,
YDR080W,0.340249469,0.025312834,,,,,,,
YML069W,-0.293877568,0.069666749,,,,,,,
YEL051W,-0.393102755,0.05470755,,,,,,,
YDR311W,0.284655051,0.050319889,,,,,,,
YHR051W,-0.737774248,0.044215123,,,,,,,
YIL043C,-0.311380591,0.052792431,,,,,,,
YKL082C,0.700384747,0.040592431,,,,,,,
YHL007C,0.351012202,0.050839365,,,,,,,
YKL192C,-0.31450593,0.049476538,,,,,,,
YKL165C,-0.306888628,0.051796459,,,,,,,
YOR274W,0.386391497,0.037573844,,,,,,,
YOR117W,-0.504164052,0.054843214,,,,,,,
YDR496C,-0.369246554,0.02923618,,,,,,,
YGR270W,0.265029123,0.074269813,,,,,,,
YER122C,0.505421804,0.053601152,,,,,,,
YFL023W,0.423752807,0.043263523,,,,,,,
YDL205C,0.392350307,0.050219727,,,,,,,
YPR035W,-0.683683482,0.030286557,,,,,,,
YJL046W,0.310561387,0.054053872,,,,,,,
YCL001W,-0.310695629,0.050538908,,,,,,,
YPL078C,-0.347654132,0.072407003,,,,,,,
YIL097W,0.309377058,0.050374402,,,,,,,
YCR002C,-0.338388501,0.056413822,,,,,,,
YMR293C,-0.289270912,0.059634624,,,,,,,
YOL124C,-0.53373153,0.040384061,,,,,,,
YDR162C,0.402606729,0.050374402,,,,,,,
YBL021C,0.590499231,0.043081479,,,,,,,
YBR164C,-0.315791089,0.04861181,,,,,,,
YDR448W,0.454868935,0.036738249,,,,,,,
YLR447C,-0.47311156,0.050668338,,,,,,,
YGL095C,0.457994331,0.051309017,,,,,,,
YOL010W,-0.385093198,0.024887153,,,,,,,
YBR079C,-0.355699269,0.068729995,,,,,,,
YBR004C,-0.439320572,0.041394303,,,,,,,
YOL022C,0.453661361,0.048548853,,,,,,,
YBR233W,0.465120727,0.047266462,,,,,,,
YLR274W,0.291637545,0.056492038,,,,,,,
YKL080W,-0.397692215,0.062360793,,,,,,,
YDR129C,-0.297979152,0.0903363,,,,,,,
YMR217W,-0.531297842,0.04875774,,,,,,,
YBR042C,-0.418900205,0.040300981,,,,,,,
YLR113W,-0.298581809,0.048028666,,,,,,,
YLR403W,0.36265004,0.051261726,,,,,,,
YGL087C,0.338650811,0.049121547,,,,,,,
YDR050C,-0.92960793,0.0474219,,,,,,,
YDR427W,-0.340390062,0.078940116,,,,,,,
YJR035W,0.424476541,0.050374402,,,,,,,
YML060W,0.393239363,0.057448101,,,,,,,
YJR006W,0.345595057,0.051796459,,,,,,,
YLR433C,0.32331617,0.059497206,,,,,,,
YDL190C,0.312900126,0.063983971,,,,,,,
YDL017W,0.298943495,0.054265288,,,,,,,
YDR298C,-0.401911584,0.069666185,,,,,,,
YOR323C,-0.328085069,0.054235626,,,,,,,
YLR272C,0.292316004,0.066596256,,,,,,,
YIL065C,0.324883184,0.048100533,,,,,,,
YDL097C,-0.363778307,0.070121843,,,,,,,
YOL034W,0.27050673,0.071844298,,,,,,,
YOR358W,0.457480408,0.062273258,,,,,,,
YBL064C,-0.736781081,0.045409082,,,,,,,
YHR181W,-0.419831966,0.062976247,,,,,,,
YPR135W,0.278500735,0.04861181,,,,,,,
YGL098W,0.311006671,0.069846953,,,,,,,
YKR088C,-0.344404687,0.069846953,,,,,,,
YKL209C,0.367352978,0.057851585,,,,,,,
YCL055W,-0.482914598,0.042316522,,,,,,,
YJR024C,-0.269665953,0.077811557,,,,,,,
YDR473C,0.601080804,0.046972822,,,,,,,
YNR017W,-0.315060752,0.076446005,,,,,,,
YJR090C,0.248585208,0.067771449,,,,,,,
YDR372C,-0.328555053,0.06628358,,,,,,,
YML114C,0.466470705,0.060596318,,,,,,,
YNL320W,-0.466228617,0.048884786,,,,,,,
YNL132W,-0.409244473,0.053598844,,,,,,,
YPR163C,-0.318543162,0.077815512,,,,,,,
YPL262W,-0.338706276,0.070599713,,,,,,,
YHR011W,0.342097044,0.042586121,,,,,,,
YBL024W,-0.33760382,0.061822064,,,,,,,
YFR051C,-0.300784071,0.040814209,,,,,,,
YAL019W,0.277144896,0.063324545,,,,,,,
YGL077C,-0.608522472,0.064165132,,,,,,,
YJL109C,-0.493767792,0.064165132,,,,,,,
YOR160W,0.2667359,0.067373306,,,,,,,
YPR189W,-0.294036062,0.073213488,,,,,,,
YNL167C,0.357310527,0.066419692,,,,,,,
YPL088W,-0.345446402,0.067134705,,,,,,,
YDR165W,-0.371242716,0.069419863,,,,,,,
YOR272W,-0.322177313,0.066755579,,,,,,,
YDL074C,-0.287871426,0.065782744,,,,,,,
YKR002W,0.242037307,0.091893618,,,,,,,
YCR063W,0.495452455,0.046060183,,,,,,,
YLR207W,0.296046825,0.074458647,,,,,,,
YDR088C,0.363949185,0.068075208,,,,,,,
YER165W,-0.495185452,0.074441954,,,,,,,
YLR114C,0.36830011,0.06944675,,,,,,,
YPR041W,-0.333749724,0.067824215,,,,,,,
YDR086C,-0.27172487,0.065199745,,,,,,,
YHR122W,-0.625367794,0.040592431,,,,,,,
YGL141W,0.368940597,0.066078544,,,,,,,
YGR021W,0.507509739,0.055182653,,,,,,,
YLL018C,-0.295701727,0.085836786,,,,,,,
YER007W,0.383817273,0.057812542,,,,,,,
YDR456W,-0.415378599,0.068419259,,,,,,,
YPL204W,0.403420201,0.079712867,,,,,,,
YDR084C,-0.386475821,0.07094866,,,,,,,
YDL100C,-0.417863391,0.078940116,,,,,,,
YJR099W,0.469355803,0.059370615,,,,,,,
YBL047C,0.338499065,0.08548072,,,,,,,
YIR008C,-0.302627576,0.05713631,,,,,,,
YOR085W,-0.282012228,0.068262866,,,,,,,
YBL036C,0.400687705,0.071248962,,,,,,,
YGR274C,0.255860984,0.083528212,,,,,,,
YKL120W,-0.363198083,0.079158536,,,,,,,
YLL023C,-0.706749087,0.031169281,,,,,,,
YOR245C,0.26544075,0.067818295,,,,,,,
YDR266C,0.28741826,0.079033853,,,,,,,
YLR438C-A,0.723235967,0.062976247,,,,,,,
YKL095W,0.435742094,0.030812993,,,,,,,
YIL001W,0.277246128,0.086538649,,,,,,,
YJL104W,0.654532704,0.061675101,,,,,,,
YLR246W,0.308909415,0.077174493,,,,,,,
YBL099W,-0.675433631,0.067756111,,,,,,,
YBR296C,1.290271258,0.009295859,,,,,,,
YDR002W,-0.808525956,0.063812858,,,,,,,
YLL029W,0.275966409,0.098400938,,,,,,,
YMR203W,-0.499180369,0.068807166,,,,,,,
YDR331W,-0.356536431,0.070808999,,,,,,,
YDL181W,-0.358666826,0.065845846,,,,,,,
YLR071C,0.248673094,0.07209842,,,,,,,
YJR125C,0.507973057,0.075865185,,,,,,,
YBR223C,0.336913331,0.042008044,,,,,,,
YPR036W,-0.478944147,0.079033853,,,,,,,
YOR271C,-0.312250208,0.079712867,,,,,,,
YGL205W,-0.381520915,0.065125723,,,,,,,
YKL016C,-0.34283937,0.087428191,,,,,,,
YFR009W,-0.289992844,0.085394683,,,,,,,
YOR091W,0.517522921,0.074907426,,,,,,,
YBR061C,-0.339762455,0.079825072,,,,,,,
YDR238C,-0.470292184,0.041394303,,,,,,,
YNR036C,-0.285250108,0.054866047,,,,,,,
YIR022W,-0.255131716,0.065125723,,,,,,,
YDR071C,-0.272774163,0.092237856,,,,,,,
YGR048W,-0.256186538,0.076735676,,,,,,,
