Protein-coding Genes,High Temp log2FC,High Temp FDR,,,,,,,
YPR138C,-0.625077906,0.21018278,,,,,,,
YCR091W,0.208414905,0.288930205,,,,,,,
YFR024C-A,-0.155716321,0.37792978,,,,,,,
YLR134W,-0.382883697,0.308954185,,,,,,,
YMR251W,0.452350417,0.290258925,,,,,,,
YGR121C,-0.383186593,0.26940524,,,,,,,
YGR154C,-0.181233044,0.514784367,,,,,,,
YNL049C,-0.116184394,0.494958418,,,,,,,
YBR021W,-0.219800407,0.561601991,,,,,,,
YFL060C,0.243585493,0.544220073,,,,,,,
YLR342W,-0.106138924,0.677950064,,,,,,,
YNL333W,0.098288978,0.722128027,,,,,,,
YNL334C,0.225465804,0.679689726,,,,,,,
YCR067C,0.057668075,0.754817451,,,,,,,
YMR058W,0.056918582,0.775776053,,,,,,,
YLR144C,-0.078231665,0.783748813,,,,,,,
YLR450W,0.0556724,0.800700801,,,,,,,
YPL216W,0.053464897,0.821983979,,,,,,,
YML061C,0.034336589,0.848359465,,,,,,,
YFL059W,0.085228559,0.840742541,,,,,,,
YNR026C,-0.046089916,0.821983979,,,,,,,
YHR146W,-0.040605587,0.877813295,,,,,,,
YMR285C,0.027692664,0.912152074,,,,,,,
YOL055C,-0.014458974,0.968599261,,,,,,,
YGR066C,-0.033684096,0.957376892,,,,,,,
YPL224C,0.002189578,0.998662697,,,,,,,
YBL005W,0.495168791,0.001868849,,,,,,,
YGL013C,0.33275503,0.050740049,,,,,,,
YOR034C,-0.38906486,0.033530328,,,,,,,
YFR022W,0.270690842,0.203091441,,,,,,,
YNR047W,0.566591498,0.000229654,,,,,,,
YER073W,-0.820710269,6.00187E-05,,,,,,,
YDL229W,-0.924251174,0.001187126,,,,,,,
YGR067C,0.506206594,0.003464714,,,,,,,
YNR060W,0.924006249,0.000267934,,,,,,,
YLL051C,0.418870647,0.004811509,,,,,,,
YLR089C,-0.523984832,0.006630012,,,,,,,
YOR054C,0.601115012,0.004928809,,,,,,,
YOL105C,-0.58581363,0.002033253,,,,,,,
YOR028C,1.204884763,7.29044E-06,,,,,,,
YOR106W,0.48875106,0.020474159,,,,,,,
YER129W,0.304785049,0.046413943,,,,,,,
YJL116C,0.823820242,0.011263762,,,,,,,
YOR384W,0.667328385,0.02749951,,,,,,,
YNL268W,-0.317493549,0.094153305,,,,,,,
YML070W,-0.354302759,0.078436362,,,,,,,
YGR191W,-0.260432193,0.123554896,,,,,,,
YJR130C,-0.3758362,0.108739252,,,,,,,
YJL206C,0.203249648,0.179198555,,,,,,,
YLR057W,0.234071834,0.191251717,,,,,,,
YOR306C,-0.297239881,0.17898562,,,,,,,
YBR205W,-0.181889161,0.193464069,,,,,,,
YKL166C,0.238386179,0.233111468,,,,,,,
YKR042W,0.258684186,0.17818309,,,,,,,
YML074C,-0.234270505,0.225183266,,,,,,,
YIL015W,0.373872472,0.188524559,,,,,,,
YOR381W,0.201028269,0.403778657,,,,,,,
YGR040W,0.095491763,0.581353473,,,,,,,
YGR240C,-0.120499894,0.595583076,,,,,,,
YNL283C,0.118580917,0.555283073,,,,,,,
YIL123W,-0.070859882,0.747287333,,,,,,,
YLL054C,-0.067296011,0.751565299,,,,,,,
YLR426W,0.048015218,0.832633433,,,,,,,
YGR143W,-0.029970059,0.90178761,,,,,,,
YML082W,0.024537485,0.906526336,,,,,,,
YKL220C,0.005606193,1,,,,,,,
YDR273W,1.03608129,6.6047E-06,,,,,,,
YER184C,0.226290415,0.246147314,,,,,,,
YJL084C,0.659003808,5.00463E-05,,,,,,,
YOR378W,1.941898156,6.06325E-07,,,,,,,
YNL104C,-0.883091933,0.001253899,,,,,,,
YER144C,0.579033714,0.001613342,,,,,,,
YKL050C,0.652417902,0.000969129,,,,,,,
YNL144C,0.47009421,0.000703343,,,,,,,
YER056C,-0.832266229,0.002070524,,,,,,,
YLL012W,-0.49715913,0.001427327,,,,,,,
YLR121C,0.609194887,0.001077349,,,,,,,
YNL156C,-0.565564828,0.003929893,,,,,,,
YMR273C,0.932818043,0.002670911,,,,,,,
YJR091C,0.722026262,0.004276496,,,,,,,
YPL141C,0.696898144,0.002441025,,,,,,,
YMR169C,-1.19244513,2.24581E-07,,,,,,,
YFL050C,0.453083074,0.007762863,,,,,,,
YLR300W,-0.517335146,0.007260113,,,,,,,
YMR083W,0.545534163,0.008266255,,,,,,,
YOR099W,-0.637559631,0.006700227,,,,,,,
YBR214W,0.583110278,0.006501996,,,,,,,
YOR018W,0.423838837,0.010791675,,,,,,,
YIL121W,-2.094251241,0.00083856,,,,,,,
YCR010C,1.687088364,0.001743372,,,,,,,
YDL049C,-0.544423155,0.00911171,,,,,,,
YLR307W,0.72229151,0.003852013,,,,,,,
YNL209W,-0.858248252,0.017612064,,,,,,,
YHR080C,0.482987594,0.002291837,,,,,,,
YJL160C,0.711536566,0.005675499,,,,,,,
YLR206W,0.884702588,0.020058993,,,,,,,
YML106W,-0.593243436,0.018923543,,,,,,,
YFL009W,0.298345564,0.03602699,,,,,,,
YDR247W,-0.60735268,0.012236751,,,,,,,
YMR053C,0.533383655,0.019172716,,,,,,,
YOR140W,0.653967282,0.022556629,,,,,,,
YLR177W,0.454739985,0.016852243,,,,,,,
YDL161W,0.884675102,0.029050767,,,,,,,
YMR170C,0.414431092,0.014030236,,,,,,,
YGR092W,0.315978218,0.026905588,,,,,,,
YBR263W,-0.430710039,0.034775181,,,,,,,
YDR038C,1.086213057,0.00424212,,,,,,,
YML109W,0.27810404,0.043179642,,,,,,,
YDR501W,0.374824171,0.041394303,,,,,,,
YPR149W,-0.495055663,0.028679137,,,,,,,
YKR034W,1.215851667,9.60924E-05,,,,,,,
YGL247W,0.333885007,0.051796459,,,,,,,
YOR256C,0.31125851,0.053990105,,,,,,,
YMR096W,-0.767101493,0.006341443,,,,,,,
YPL230W,0.606724563,0.041944576,,,,,,,
YGL139W,0.278806041,0.067000497,,,,,,,
YLR183C,-0.31433886,0.024098341,,,,,,,
YHR133C,-0.634505814,0.036475118,,,,,,,
YHR132W-A,0.311064903,0.071994881,,,,,,,
YIL111W,0.579213428,0.022323026,,,,,,,
YHR174W,-0.713885491,0.052420336,,,,,,,
YPL221W,-0.459100775,0.049063315,,,,,,,
YDL010W,-0.247468451,0.071833328,,,,,,,
YHR198C,-0.372650532,0.056855585,,,,,,,
YMR307W,-0.501301304,0.060419971,,,,,,,
YLR131C,0.35470375,0.048599177,,,,,,,
YOR108W,-0.414851587,0.056869413,,,,,,,
YGL166W,0.38307316,0.049278047,,,,,,,
YAL051W,0.259510346,0.088283263,,,,,,,
YER047C,0.406435008,0.054053872,,,,,,,
YPL038W,0.458379203,0.04861181,,,,,,,
YDR040C,1.062082767,0.02627283,,,,,,,
YKR021W,0.253212566,0.069633839,,,,,,,
YNR002C,-0.879838346,0.012804225,,,,,,,
YHR135C,0.42608979,0.080072787,,,,,,,
YGR197C,0.255996916,0.080269809,,,,,,,
YAL034C,0.276910841,0.060034786,,,,,,,
YGR141W,0.39808266,0.079712867,,,,,,,
YHR131C,0.25598022,0.099568526,,,,,,,
YMR295C,-0.261009687,0.132833905,,,,,,,
YKR072C,0.52213054,0.08548072,,,,,,,
YDL194W,0.281102417,0.092189852,,,,,,,
YPL026C,0.397529559,0.093969674,,,,,,,
YOR285W,-0.600593822,0.092339417,,,,,,,
YDR326C,0.25797508,0.086599763,,,,,,,
YPL176C,0.249587652,0.113137613,,,,,,,
YML124C,-0.223332273,0.130774875,,,,,,,
YJL158C,-0.270621006,0.103487079,,,,,,,
YDR144C,-0.354130852,0.070925625,,,,,,,
YOR237W,-1.214704082,0.019107255,,,,,,,
YML100W,0.346143815,0.101617779,,,,,,,
YHR097C,0.384680368,0.16933256,,,,,,,
YDR043C,0.319777301,0.12484941,,,,,,,
YER177W,0.380539783,0.181046769,,,,,,,
YOR042W,0.2664795,0.207309748,,,,,,,
YDR055W,0.260713715,0.193449722,,,,,,,
YKL020C,0.193872543,0.220825886,,,,,,,
YOR338W,-0.43620825,0.184920852,,,,,,,
YBR078W,-0.331129571,0.218485713,,,,,,,
YDR505C,0.179594976,0.263644318,,,,,,,
YDR348C,0.239865459,0.218284725,,,,,,,
YCR073W-A,0.185721964,0.240185097,,,,,,,
YIL130W,0.268097864,0.20140802,,,,,,,
YOL086C,-0.440905395,0.218270954,,,,,,,
YLR449W,0.326374697,0.237429598,,,,,,,
YIR033W,-0.207883528,0.234478459,,,,,,,
YIL085C,0.166615228,0.272172234,,,,,,,
YDR514C,0.308086218,0.24439221,,,,,,,
YDR533C,-0.463117072,0.1158003,,,,,,,
YOL119C,-0.285701084,0.232652158,,,,,,,
YOL089C,-0.153184618,0.323377793,,,,,,,
YEL063C,-0.238123529,0.258489975,,,,,,,
YOR391C,-0.88737443,0.108630785,,,,,,,
YNL029C,0.500965672,0.276911817,,,,,,,
YER066W,-0.288925583,0.293473026,,,,,,,
YGR138C,0.683045319,0.027103113,,,,,,,
YCL036W,0.263818141,0.312202148,,,,,,,
YGL056C,0.20322256,0.318375194,,,,,,,
YOR233W,0.160107262,0.349368848,,,,,,,
YPR032W,0.182407738,0.322376608,,,,,,,
YJR061W,-0.436097206,0.225183266,,,,,,,
YNL257C,-0.163026801,0.358026874,,,,,,,
YNR034W,-0.252392413,0.322727444,,,,,,,
YNL157W,0.282987647,0.34212163,,,,,,,
YDR300C,-0.159318108,0.391808024,,,,,,,
YHR199C,-0.179125268,0.361241753,,,,,,,
YDR516C,0.185263928,0.398801495,,,,,,,
YJR015W,0.220385596,0.351315754,,,,,,,
YNL293W,0.210554725,0.319098796,,,,,,,
YJR054W,-0.166158457,0.385290074,,,,,,,
YLR108C,-0.186298155,0.395204324,,,,,,,
YKR039W,-0.639149037,0.305464127,,,,,,,
YCL040W,-0.19322913,0.37039168,,,,,,,
YOR363C,0.120724226,0.444857405,,,,,,,
YBR066C,-0.23718372,0.362691477,,,,,,,
YDR011W,0.221996778,0.418084255,,,,,,,
YGR279C,-0.161912152,0.46509363,,,,,,,
YOR190W,0.332438344,0.389848078,,,,,,,
YER166W,0.129641119,0.410476117,,,,,,,
YPL278C,-0.489970645,0.37277663,,,,,,,
YLR020C,-0.112510128,0.505051792,,,,,,,
YPR157W,-0.212384494,0.389493034,,,,,,,
YLR120C,0.176186458,0.46509363,,,,,,,
YNL052W,0.16792385,0.522712093,,,,,,,
YHR155W,0.111443433,0.527598212,,,,,,,
YKL201C,-0.222791342,0.406496276,,,,,,,
YER060W,-0.439929445,0.402004044,,,,,,,
YPL279C,-0.438425006,0.496014815,,,,,,,
YKL164C,-0.129124763,0.555662221,,,,,,,
YOL130W,0.096755704,0.546582393,,,,,,,
YMR119W,0.095035696,0.555662221,,,,,,,
YPR159W,-0.111963777,0.556704716,,,,,,,
YNL066W,-0.157398447,0.459319968,,,,,,,
YPL137C,-0.100579402,0.564323255,,,,,,,
YDR132C,0.087686236,0.590354378,,,,,,,
YDR178W,-0.114246853,0.583121072,,,,,,,
YDL138W,0.203944124,0.506908955,,,,,,,
YNL008C,-0.079945987,0.626483873,,,,,,,
YOR227W,0.087355734,0.638919798,,,,,,,
YPL145C,-0.091755998,0.652340252,,,,,,,
YOR390W,0.168733923,0.625954678,,,,,,,
YBR014C,-0.093302831,0.595583076,,,,,,,
YBL106C,-0.078363269,0.656132868,,,,,,,
YPR042C,0.101197508,0.674652345,,,,,,,
YML002W,0.072955633,0.703375503,,,,,,,
YLR164W,0.127369076,0.477708673,,,,,,,
YBR150C,0.0860035,0.696205351,,,,,,,
YDL222C,-0.107778835,0.650833344,,,,,,,
YKL072W,0.097411667,0.677822502,,,,,,,
YDR122W,-0.058919347,0.776566355,,,,,,,
YPR156C,-0.071233869,0.785241904,,,,,,,
YPL280W,-0.146478916,0.713729333,,,,,,,
YLR096W,0.052772091,0.828656076,,,,,,,
YNL194C,0.071977457,0.738986963,,,,,,,
YIL120W,0.101759883,0.783748813,,,,,,,
YDR093W,0.049468433,0.817327919,,,,,,,
YJL174W,-0.036196194,0.872523595,,,,,,,
YJL186W,0.032697806,0.874700259,,,,,,,
YBR015C,-0.031339197,0.879272637,,,,,,,
YMR303C,0.04431994,0.874603996,,,,,,,
YMR031C,-0.033818268,0.879452647,,,,,,,
YER130C,-0.030831599,0.869636548,,,,,,,
YPR172W,-0.036153762,0.879272637,,,,,,,
YMR271C,0.031082451,0.877307711,,,,,,,
YBR240C,0.038403493,0.889161901,,,,,,,
YGR131W,-0.081968899,0.902409831,,,,,,,
YLR456W,0.035972542,0.923445613,,,,,,,
YJR076C,0.015130286,0.946141338,,,,,,,
YOL048C,-0.014940237,0.955218736,,,,,,,
YPL277C,-0.053578679,0.945443883,,,,,,,
YOR389W,-0.023223303,0.975753995,,,,,,,
YDR253C,-0.008047065,0.982409558,,,,,,,
YMR261C,-0.005951929,0.992015734,,,,,,,
YMR322C,0.014873813,0.992904844,,,,,,,
YPR111W,-0.004061471,0.995850484,,,,,,,
YMR305C,-0.001790172,0.999069591,,,,,,,
YDR106W,0.012556096,1,,,,,,,
YDR207C,0.639318319,0.039942359,,,,,,,
YBR016W,0.579169308,0.074543532,,,,,,,
YPL058C,-3.755806027,5.95647E-08,,,,,,,
YPL061W,-0.625407182,0.022737381,,,,,,,
YJL076W,0.320589845,0.041528719,,,,,,,
YNL065W,-0.702900671,0.036717846,,,,,,,
YMR136W,0.432556646,0.150261571,,,,,,,
YIL035C,0.286993703,0.170420054,,,,,,,
YER103W,-0.219002532,0.233732222,,,,,,,
YOR297C,-0.195123281,0.444339074,,,,,,,
YDR213W,-0.310644116,0.354210444,,,,,,,
YCL001W-A,0.712590905,0.148273057,,,,,,,
YML116W,-0.894893571,6.50248E-07,,,,,,,
YLR152C,-0.692495503,0.000113268,,,,,,,
YCL001W-B,1.514808381,0.000467803,,,,,,,
YDL012C,0.911539614,0.008540853,,,,,,,
YOL100W,0.333052813,0.041394303,,,,,,,
YML016C,-0.306213613,0.032338833,,,,,,,
YLR228C,0.402031774,0.016173129,,,,,,,
YIL056W,0.43785011,0.020214443,,,,,,,
YKL133C,-0.520312729,0.040766546,,,,,,,
YGR008C,-0.507533414,0.026912382,,,,,,,
YDR251W,-0.489271644,0.033182545,,,,,,,
YNL165W,0.267599381,0.065914684,,,,,,,
YDR277C,0.449642278,0.082195322,,,,,,,
YDR463W,0.363372374,0.115735264,,,,,,,
YOR092W,-0.303366799,0.102265288,,,,,,,
YER101C,0.216073657,0.11988502,,,,,,,
YDL048C,0.520690807,0.07119299,,,,,,,
YBR270C,0.386923993,0.122187007,,,,,,,
YOR385W,0.275519225,0.144243963,,,,,,,
YML081W,0.192005601,0.163382154,,,,,,,
YJL058C,0.289913426,0.130666755,,,,,,,
YDR223W,-0.49601185,0.155718916,,,,,,,
YHR006W,0.242310631,0.218485713,,,,,,,
YIL117C,-0.347177946,0.164011083,,,,,,,
YNL095C,-0.284837165,0.233901054,,,,,,,
YER093C-A,-0.167275913,0.301244589,,,,,,,
YBR005W,-0.261432324,0.193435876,,,,,,,
YBL054W,0.303277128,0.284706882,,,,,,,
YPL032C,0.230539831,0.332353595,,,,,,,
YBR216C,-0.159094091,0.36150514,,,,,,,
YLR327C,0.238111797,0.382803567,,,,,,,
YJR127C,0.186946126,0.364340123,,,,,,,
YMR316W,0.21579855,0.326904923,,,,,,,
YNL058C,0.196653451,0.306335724,,,,,,,
YMR279C,0.349607674,0.404450362,,,,,,,
YMR115W,0.095938306,0.578962979,,,,,,,
YER064C,0.125654259,0.51363897,,,,,,,
YKR010C,-0.093842599,0.71070934,,,,,,,
YBL069W,-0.084596335,0.726741644,,,,,,,
YDR003W,-0.052829332,0.774786165,,,,,,,
YHR033W,0.096535517,0.708015635,,,,,,,
YOR047C,0.051047505,0.903977935,,,,,,,
YLR375W,0.021209411,0.913043841,,,,,,,
YGL060W,-0.027998691,0.914669848,,,,,,,
YBR264C,0.335409304,0.084424236,,,,,,,
YPR008W,0.200805348,0.240185097,,,,,,,
YER040W,0.206951501,0.304085354,,,,,,,
YJL151C,-0.035874567,0.865147034,,,,,,,
YBR059C,0.442367389,0.011059716,,,,,,,
YLR237W,-0.764131596,0.012928479,,,,,,,
YHR036W,0.465533186,0.025144412,,,,,,,
YDR218C,0.6980852,0.045042527,,,,,,,
YOR071C,0.338319828,0.067246254,,,,,,,
YPL179W,0.303984227,0.16922921,,,,,,,
YMR054W,0.173327116,0.259491695,,,,,,,
YLR343W,0.622347546,0.098583017,,,,,,,
YBL059W,0.378646859,0.258489975,,,,,,,
YLL043W,0.186698966,0.304085354,,,,,,,
YHR129C,-0.219541314,0.349348647,,,,,,,
YLR258W,0.147995523,0.467329082,,,,,,,
YKL062W,-0.079326536,0.656132868,,,,,,,
YDR259C,0.085552825,0.792398764,,,,,,,
YMR037C,0.025408526,0.906961795,,,,,,,
YER123W,-0.013841332,0.946141338,,,,,,,
YOR192C,0.022110218,0.949173991,,,,,,,
YBR245C,0.010124173,0.969474519,,,,,,,
YEL061C,0.005749024,0.982409558,,,,,,,
YKL222C,0.638899257,0.000121723,,,,,,,
YER088C,0.737971423,0.000668336,,,,,,,
YOR162C,0.330286517,0.036812142,,,,,,,
YLR223C,0.512284799,0.036738249,,,,,,,
YKR061W,0.522237047,0.045989985,,,,,,,
YJL139C,0.330238764,0.06136687,,,,,,,
YOR172W,0.199982722,0.234918874,,,,,,,
YBL052C,0.063017345,0.759421988,,,,,,,
YLR266C,0.00232421,0.998666385,,,,,,,
YML003W,0.470565089,0.01972558,,,,,,,
YLL055W,-1.297600172,3.57245E-18,,,,,,,
YOR064C,1.000260517,0.000244007,,,,,,,
YDR139C,-0.531003888,0.001275721,,,,,,,
YJR078W,0.808735991,2.83348E-05,,,,,,,
YDL081C,-1.040534222,0.000539142,,,,,,,
YFR032C-A,-0.916227967,0.001344038,,,,,,,
YBR118W,-0.892984344,0.002119253,,,,,,,
YHR029C,-0.609651244,0.00011646,,,,,,,
YML131W,-1.685298241,1.99559E-05,,,,,,,
YDL127W,0.545541818,0.003031286,,,,,,,
YOR308C,0.91753367,0.001704623,,,,,,,
YDR382W,-1.136647503,0.002407864,,,,,,,
YJL001W,-0.6492468,0.003718042,,,,,,,
YDL061C,-0.917576159,0.004130114,,,,,,,
YLR388W,-0.840168396,0.003221235,,,,,,,
YJL210W,-0.485082421,0.002481107,,,,,,,
YLR180W,-0.751576144,0.00396925,,,,,,,
YNL281W,0.502362168,0.00373494,,,,,,,
YDR030C,0.499898639,0.003993332,,,,,,,
YBR010W,-0.651649366,0.008435437,,,,,,,
YMR114C,0.683986412,0.003551238,,,,,,,
YJL189W,-1.069627323,0.004667072,,,,,,,
YFL003C,0.915498053,0.002100731,,,,,,,
YGR020C,-0.520938357,0.010754234,,,,,,,
YGR214W,-0.489709974,0.014443681,,,,,,,
YNL239W,-0.777201499,0.010791675,,,,,,,
YFR038W,0.551484099,0.010343791,,,,,,,
YKR094C,-0.647475541,0.012992695,,,,,,,
YBL098W,-0.601840147,0.008730405,,,,,,,
YBR222C,-0.431830252,0.013346616,,,,,,,
YLR287C-A,-0.639254117,0.014689548,,,,,,,
YLL053C,-2.188232176,0.002932437,,,,,,,
YBR161W,-0.631745129,0.004525528,,,,,,,
YHR039C-A,-0.698233808,0.012897569,,,,,,,
YOR182C,-0.947108378,0.012641195,,,,,,,
YFL042C,0.516665237,0.013238036,,,,,,,
YHR209W,-0.577871613,0.010791675,,,,,,,
YBL078C,0.538186022,0.016455618,,,,,,,
YIL148W,-0.854623632,0.017000684,,,,,,,
YPL189W,0.780953372,0.00630392,,,,,,,
YNR064C,1.13126284,0.001123127,,,,,,,
YJL056C,0.702399166,0.002089572,,,,,,,
YML125C,-0.531894005,0.013238036,,,,,,,
YNL030W,-0.571871962,0.025350477,,,,,,,
YBR009C,-0.528901445,0.025144412,,,,,,,
YDR321W,-0.69668708,0.020058993,,,,,,,
YPR093C,0.62759223,0.02380263,,,,,,,
YPR081C,0.463511681,0.017295031,,,,,,,
YLR448W,-0.412053829,0.028725932,,,,,,,
YOR347C,0.502676606,0.021825731,,,,,,,
YLL052C,-1.491247858,0.002561769,,,,,,,
YPL264C,-0.818652404,0.005423818,,,,,,,
YDR068W,0.6389229,0.030814736,,,,,,,
YKL100C,-0.560763905,0.034181872,,,,,,,
YHR193C,-0.331215468,0.052305233,,,,,,,
YGL063W,0.433142601,0.033182545,,,,,,,
YPR080W,-0.787082923,0.040592431,,,,,,,
YPR147C,-0.315343865,0.047213894,,,,,,,
YGL251C,0.520040511,0.009900097,,,,,,,
YER175C,-0.800841286,0.009010091,,,,,,,
YIL114C,-0.513583018,0.030372519,,,,,,,
YDL197C,0.474060644,0.046237934,,,,,,,
YJL216C,-0.827080859,0.012557056,,,,,,,
YOR133W,-0.783651648,0.048989583,,,,,,,
YOL058W,-0.559288705,0.024585616,,,,,,,
YLR454W,0.318011466,0.049165288,,,,,,,
YOR003W,0.298967945,0.050603059,,,,,,,
YKL047W,-0.398553801,0.067373306,,,,,,,
YPL015C,0.340987069,0.036819141,,,,,,,
YKL216W,-0.483902954,0.056148243,,,,,,,
YLR412W,-0.31838389,0.077994209,,,,,,,
YOR295W,0.445626537,0.061675101,,,,,,,
YGR042W,0.429979201,0.078940116,,,,,,,
YGL050W,0.450515644,0.072338295,,,,,,,
YDR288W,0.37239246,0.075058677,,,,,,,
YLL039C,-0.555177487,0.089936123,,,,,,,
YOL157C,0.462742755,0.058672162,,,,,,,
YNL141W,-0.609131159,0.072407003,,,,,,,
YMR060C,-0.530220926,0.09258014,,,,,,,
YDL154W,-0.373351224,0.051833711,,,,,,,
YGL127C,0.33184246,0.093042917,,,,,,,
YNL286W,0.52788643,0.091441099,,,,,,,
YIL009W,-0.390475925,0.094396318,,,,,,,
YML057W,-0.262654753,0.087299554,,,,,,,
YER179W,0.568132735,0.089415967,,,,,,,
YDR287W,0.261337366,0.121945657,,,,,,,
YDR385W,-0.638676588,0.111211006,,,,,,,
YLR271W,0.327141802,0.099855415,,,,,,,
YPL057C,0.234150928,0.176902059,,,,,,,
YNL154C,0.272463436,0.152138011,,,,,,,
YOR148C,0.239876088,0.124074465,,,,,,,
YNL260C,0.34771286,0.124195969,,,,,,,
YDL105W,0.30594215,0.133691215,,,,,,,
YLR070C,0.20465941,0.176902059,,,,,,,
YGL004C,0.219723858,0.177750501,,,,,,,
YNL253W,-0.31096758,0.155788597,,,,,,,
YDR381W,-0.264586144,0.203913357,,,,,,,
YKL139W,0.183176647,0.20234197,,,,,,,
YCR023C,-0.519897665,0.173446097,,,,,,,
YGL156W,-0.309307034,0.181726285,,,,,,,
YDR081C,0.243378236,0.188235483,,,,,,,
YJL098W,0.224500247,0.193499083,,,,,,,
YDR378C,-0.309819546,0.144359925,,,,,,,
YOR185C,-0.450985616,0.184289537,,,,,,,
YFR040W,0.202973783,0.202467201,,,,,,,
YHR189W,0.371156595,0.123143537,,,,,,,
YDR098C,0.332115463,0.176301512,,,,,,,
YBL075C,-0.328890542,0.087464591,,,,,,,
YGR204W,-0.23028183,0.209632725,,,,,,,
YBR024W,-0.229352752,0.214504123,,,,,,,
YNL213C,0.259786558,0.204456509,,,,,,,
YOR327C,-0.407286875,0.220060784,,,,,,,
YDR018C,0.236995502,0.198449653,,,,,,,
YER053C,-0.401462786,0.134491935,,,,,,,
YOL141W,-0.391720177,0.199720601,,,,,,,
YDL179W,0.279428888,0.151455906,,,,,,,
YNL155W,0.260514914,0.235780086,,,,,,,
YKL140W,0.186884185,0.184339691,,,,,,,
YOR344C,0.234809852,0.109956226,,,,,,,
YGL161C,0.232013636,0.256006581,,,,,,,
YER004W,-0.192771586,0.32830446,,,,,,,
YPL081W,-0.213134718,0.290503437,,,,,,,
YDR402C,0.474185312,0.215093861,,,,,,,
YJL013C,0.172662403,0.285931448,,,,,,,
YEL019C,0.245102014,0.304787307,,,,,,,
YDR304C,0.178422353,0.294290654,,,,,,,
YDL036C,0.271018034,0.297604816,,,,,,,
YBR175W,-0.234203446,0.19992492,,,,,,,
YER048C,0.183310482,0.309077852,,,,,,,
YOL088C,0.156623828,0.327384435,,,,,,,
YOL027C,-0.175941662,0.360881209,,,,,,,
YLR179C,0.204127633,0.280800959,,,,,,,
YDL189W,0.176868163,0.329300024,,,,,,,
YGR287C,0.289170723,0.369305383,,,,,,,
YOR107W,0.401183755,0.215040164,,,,,,,
YOR386W,0.188181805,0.242536366,,,,,,,
YBR201W,0.156299857,0.387743075,,,,,,,
YIL066C,-0.376993658,0.326466761,,,,,,,
YDR031W,-0.437027011,0.376185701,,,,,,,
YGR292W,0.451126938,0.325427139,,,,,,,
YMR233W,-0.24884241,0.393641589,,,,,,,
YGL254W,0.200238418,0.444339074,,,,,,,
YDL130W-A,0.178919279,0.432920203,,,,,,,
YPL271W,-0.153412208,0.41129684,,,,,,,
YDL070W,-0.21391179,0.426190581,,,,,,,
YLR231C,0.213978462,0.34609344,,,,,,,
YEL020C,-0.142473241,0.482219009,,,,,,,
YOR339C,0.388031581,0.378027333,,,,,,,
YLR099C,0.158064443,0.440420139,,,,,,,
YJR134C,0.094221882,0.549486597,,,,,,,
YNR048W,-0.10597878,0.511910436,,,,,,,
YER087C-B,-0.097425506,0.542452742,,,,,,,
YAL047C,0.110393624,0.531126092,,,,,,,
YJL048C,-0.150263092,0.542452742,,,,,,,
YBR046C,-0.157421627,0.542615287,,,,,,,
YMR152W,-0.12048754,0.564277495,,,,,,,
YKL218C,-0.139310535,0.526807567,,,,,,,
YDR185C,0.222473073,0.468223965,,,,,,,
YNL031C,0.174332082,0.558930718,,,,,,,
YPR186C,0.110513833,0.581224288,,,,,,,
YIL138C,0.131647069,0.582609995,,,,,,,
YMR154C,0.181669812,0.549548497,,,,,,,
YOL152W,-0.133753213,0.529732286,,,,,,,
YNL012W,0.136377904,0.60434633,,,,,,,
YDR125C,0.12784724,0.61232967,,,,,,,
YKL091C,0.127481081,0.424961426,,,,,,,
YGL183C,0.208155646,0.573070393,,,,,,,
YIR036C,-0.104193408,0.576339527,,,,,,,
YGR256W,-0.148096913,0.483548381,,,,,,,
YBR273C,0.076813461,0.688847698,,,,,,,
YNL255C,-0.097140431,0.688748326,,,,,,,
YDR319C,-0.108875009,0.67653775,,,,,,,
YBR299W,-0.296998563,0.64311396,,,,,,,
YGR043C,0.100324018,0.692315754,,,,,,,
YDR147W,0.059124093,0.723214195,,,,,,,
YOR334W,-0.072480077,0.709442712,,,,,,,
YBR186W,0.152175656,0.693241383,,,,,,,
YIL072W,0.152463186,0.698409379,,,,,,,
YHR046C,-0.071325369,0.74495095,,,,,,,
YGR089W,0.055639548,0.760050276,,,,,,,
YMR194C-B,-0.127149138,0.768259893,,,,,,,
YBR274W,-0.070353894,0.784643401,,,,,,,
YFL021W,-0.138030378,0.75681026,,,,,,,
YER015W,0.053039425,0.802109328,,,,,,,
YPL207W,0.050667084,0.818324419,,,,,,,
YBL050W,-0.04043844,0.837789331,,,,,,,
YCR016W,0.095449678,0.817844697,,,,,,,
YLR007W,0.043545612,0.812320909,,,,,,,
YLR348C,-0.089956911,0.803099846,,,,,,,
YLL060C,0.061147145,0.808010006,,,,,,,
YDL047W,0.03470004,0.852628667,,,,,,,
YDR338C,0.053006877,0.837611821,,,,,,,
YPL236C,-0.056254202,0.857315839,,,,,,,
YNL245C,0.049346802,0.870562267,,,,,,,
YFR047C,-0.044375394,0.822813684,,,,,,,
YDR411C,0.040579966,0.877413211,,,,,,,
YPL047W,0.033400171,0.893876449,,,,,,,
YDR256C,0.060091645,0.891638523,,,,,,,
YML041C,0.03379925,0.894727418,,,,,,,
YAL030W,0.030341878,0.906961795,,,,,,,
YBR117C,0.048258754,0.847928198,,,,,,,
YIL150C,-0.039771706,0.900677439,,,,,,,
YNR001C,0.027163454,0.921433769,,,,,,,
